縣市,緯度,經度
桃園市楊梅區楊湖路一段654巷80弄,24.9205533,121.1279039
桃園市楊梅區楊湖路一段654巷287弄 (統一後面),24.917066,121.1279365
桃園市楊梅區民富路一段348號起統一新城,24.9209679,121.128251
桃園市楊梅區和平路183號,24.9391584,121.1283632
桃園市觀音區大堀里新華路2段151號(鄉親好美食館),25.0047541,121.1284138
桃園市楊梅區甡甡路426巷口,24.8990284,121.1285562
桃園市楊梅區楊新路三段4巷50弄18號,24.9298406,121.1285887
桃園市觀音區大堀里大湖路2段387巷8號(育丞幼稚園),25.0031849,121.128817
桃園市觀音區寶蓮寺-大同里1鄰4號,25.015053,121.129089
桃園市楊梅區中山南路522巷,24.9051999,121.1291466
桃園市楊梅區楊新路2段447巷,24.9245334,121.1296157
桃園市觀音區大觀路三段149號,25.0382329,121.129772
桃園市楊梅區楊新路2段337巷水美里15鄰鄰長,24.9219707,121.1298583
桃園市觀音區大觀路三段126號,25.0391219,121.130107
桃園市觀音區新坡里中山路2段395-1號,25.0157567,121.130455
桃園市楊梅區民富路一段206巷,24.9203516,121.1307755
桃園市觀音區大堀里新華路2段275巷82號,25.006115,121.1309194
桃園市新屋區心燈啟智教養院,24.993143,121.13102
桃園市楊梅區中興化纖廠前(中山南路),24.9022389,121.131159
桃園市新屋區7-11便利商店(中山東路一段93號),24.9717188,121.1313295
桃園市新屋區溫莎小鎮社區,24.9635551,121.1315538
桃園市新屋區田園小鎮,24.9635551,121.1315538
桃園市楊梅區田寮子21-15號,24.95092,121.131746
桃園市觀音區大堀里新華路2段337號,25.0071503,121.132047
桃園市楊梅區和平路415號,24.9431047,121.1321074
桃園市觀音區大同里環中路107號(馬可尼咖啡店路口),25.013595,121.132386
桃園市觀音區忠孝路(移民新村)890巷28號,25.0627345,121.1326331
桃園市楊梅區高平路501號,24.942602,121.13289
桃園市楊梅區楊新路145巷向陽大地.全家福社區,24.920609,121.132969
桃園市新屋區富源溪附近,24.9777953,121.133158
桃園市觀音區成功路一段432號(柏園餐廳),25.0552483,121.1332389
桃園市觀音區青林農場,24.9950826,121.1333134
桃園市觀音區嘉富路1505號(十方大砌)、(非凡19)(富源起點),24.9796703,121.1333148
桃園市楊梅區楊新路二段145巷45號,24.9205706,121.1335711
桃園市觀音區新富路一段37之1號,24.9914301,121.1336629
桃園市楊梅區楊湖路一段358巷口,24.915118,121.1337102
桃園市楊梅區中山南路336巷口,24.9066834,121.1339369
桃園市楊梅區楊梅國中秀才分校,24.8840022,121.1343442
桃園市觀音區新坡里中山路2段577號,25.0139837,121.1345542
桃園市觀音區新坡里文中路70號,25.0156366,121.1345894
桃園市觀音區大同里中山路2段588號(三陽機車行),25.01346,121.134642
桃園市觀音區新坡里5鄰78-10號(慈濟聯合診所),25.0138479,121.1346471
桃園市楊梅區楊新路二段130號俊瑞科技,24.9217917,121.1348141
桃園市楊梅區楊新路二段176巷73號,24.9236319,121.1348791
桃園市觀音區大富路50號,25.002426,121.1350198
桃園市觀音區草漯259-1號(安可土雞城),25.071191,121.1350752
桃園市楊梅區楊新路二段85巷,24.9197931,121.1353016
桃園市楊梅區楊湖路一段239巷口,24.9098228,121.1353547
桃園市觀音區新富路971巷91弄3號(禾風秀墅),24.9776218,121.1354024
桃園市觀音區和風社區,24.9776218,121.1354024
桃園市觀音區新坡里新生路與文中路交叉路口,25.0164344,121.1357106
桃園市新屋區金鑽社區,25.0464384,121.1357164
桃園市新屋區岳豐科技公司附近,24.9692064,121.1357261
桃園市新屋區呈泰公司附近,24.9687797,121.1357415
桃園市觀音區新生路138號,25.01621,121.135864
桃園市楊梅區秀才路550巷,24.894486,121.1359116
桃園市觀音區新坡里新生路56號路口,25.0141037,121.13598
桃園市觀音區大同里5鄰環中路275巷19號(湖濱麗園),25.0113819,121.1361357
桃園市楊梅區和平路645巷,24.9467759,121.1361757
桃園市楊梅區楊新路二段54巷,24.9201019,121.1364256
桃園市楊梅區楊湖路一段236號,24.9109112,121.1364633
桃園市觀音區草漯里七賢路168號(四季社區),25.0379523,121.1365361
桃園市楊梅區楊新路二段28號,24.9193848,121.1365507
桃園市楊梅區楊湖路一段280巷1號,24.9110359,121.1365666
桃園市楊梅區永康新城沿線社區,24.9242108,121.1366715
桃園市楊梅區高新路2巷巷口,24.9242108,121.1366715
桃園市楊梅區高新路99巷,24.9242108,121.1366715
桃園市楊梅區果嶺社區,24.9242108,121.1366715
桃園市楊梅區楊新路二段58巷,24.9204067,121.1367071
桃園市觀音區草漯里六合二街66號路口 →  →垃圾車已滿進垃圾場傾到,25.0406446,121.136745
桃園市楊梅區甡甡路86巷口,24.8982879,121.1367599
桃園市觀音區大同里中山路2段688號(億客成超市),25.0122979,121.136975
桃園市楊梅區楊新路二段54巷10弄,24.9201722,121.1371758
桃園市楊梅區三陽路童話森林社區,24.9340808,121.1372351
桃園市觀音區大同里新華路2段596號(新坡郵局),25.0111716,121.1374928
桃園市觀音區福昌街,25.0488884,121.1376003
桃園市楊梅區中山南路100號,24.9075405,121.1377196
桃園市觀音區新坡里中山路2段763巷5號(康大補習班),25.011788,121.1378879
桃園市楊梅區秀才路320巷口,24.8992125,121.1379627
桃園市觀音區新富路765巷2弄1號(大莊社區),24.9745182,121.13806
桃園市楊梅區金福利社區,24.8950143,121.1380722
桃園市觀音區草漯里五福一街35巷30號,25.042122,121.138088
桃園市楊梅區楊湖路一段194巷,24.9113423,121.1383068
桃園市楊梅區和平路818號,24.9501655,121.1383236
桃園市觀音區福山路牛肉麵,25.043568,121.13836
桃園市楊梅區秀才路336巷口,24.8984879,121.1384381
桃園市楊梅區秀才路178巷口,24.9021395,121.1384693
桃園市楊梅區新梅五街20巷186弄15號,24.9221687,121.1385989
桃園市楊梅區楊新路一段406巷大壹冷凍,24.918461,121.138619
桃園市楊梅區楊新路一段382巷,24.9176645,121.1386257
桃園市楊梅區秀才路376號,24.8976972,121.1387443
桃園市觀音區十全路126巷10弄3號路口,25.0364011,121.1387798
桃園市楊梅區秀才世家(環南路236號),24.8870162,121.1388528
桃園市觀音區新富路709號(社區),24.9733743,121.1390751
桃園市觀音區新坡里中山路2段829號(全家福),25.0110541,121.1392951
桃園市新屋區中華電纜公司,24.9676488,121.1394468
桃園市楊梅區大平街273號(左邊),24.9097111,121.1396694
桃園市觀音區草漯里五福街80巷與五福街交叉口,25.0416164,121.1399572
桃園市楊梅區高新街210巷口,24.9270728,121.1402071
桃園市楊梅區高新街210巷550號,24.9270482,121.1402383
桃園市觀音區大同里環中路431號(新坡輪胎行),25.0101244,121.1402447
桃園市觀音區草漯里4鄰忠孝路111巷93號,25.0484003,121.1402946
桃園市觀音區忠富路富源段295號(社區),24.9738599,121.1403318
桃園市觀音區草漯里四維路,25.0453846,121.1403522
桃園市楊梅區秀才路769巷口,24.8880879,121.1404215
桃園市楊梅區大平街246號(右邊),24.9103665,121.1404916
桃園市觀音區新坡里16鄰516號(新芳機車行),25.0455793,121.1405325
桃園市楊梅區鵬程萬里,24.92642,121.140678
桃園市新屋區鉅祥電子附近,24.9622107,121.1407002
桃園市楊梅區新江路93號,24.8965339,121.1410888
桃園市觀音區大同里永興宮前,25.002268,121.1411144
桃園市楊梅區永興餐廳,24.9068663,121.1412768
桃園市楊梅區秀才路241巷,24.8994014,121.1412841
桃園市觀音區大同里新富路一段800號-1(皇家大院社區),25.007172,121.141327
桃園市觀音區忠富路富源段148號(社區),24.9771224,121.1413515
桃園市楊梅區秀才路207巷1弄,24.9011071,121.1414398
桃園市觀音區草漯里五福三街31號路口,25.041485,121.141559
桃園市楊梅區楊新路一段231號(公賣局),24.9147473,121.1418016
桃園市楊梅區新江路221巷口,24.8929159,121.1418451
桃園市觀音區草漯里四維路與九如街交叉口,25.0437897,121.1419145
桃園市觀音區草漯里大觀路188號前(一品小吃店),25.0465255,121.1419795
桃園市楊梅區新江路201巷口,24.8940664,121.1419857
桃園市楊梅區秀才路104巷口,24.9046687,121.1419892
桃園市楊梅區秀才路175巷,24.9012971,121.1420833
桃園市新屋區頭洲國小附近,24.9625488,121.1420887
桃園市觀音區大同里新富路一段846號路口,25.0089424,121.1421339
桃園市楊梅區自由天地社區,24.943301,121.142213
桃園市楊梅區秀才路207巷口,24.8994662,121.1422739
桃園市楊梅區新梅五街20巷（狀元堡）,24.920207,121.142319
桃園市新屋區頭洲里辦公室,24.9625345,121.1425281
桃園市觀音區草漯里二聖路與九如街路口,25.0391393,121.1425713
桃園市觀音區大觀路二段78號,25.04764,121.142575
桃園市觀音區草漯里九如一街48號,25.042474,121.142678
桃園市楊梅區新江路218巷口,24.893312,121.142707
桃園市楊梅區新梅一街41號,24.916125,121.1427272
桃園市楊梅區楊新路一段164號起,24.913916,121.1429482
桃園市觀音區忠孝路96巷8號,25.0496289,121.1430392
桃園市楊梅區凱旋大地,24.938411,121.143068
桃園市觀音區忠孝路156號(7-11前),25.0503836,121.1431061
桃園市楊梅區環南路309巷,24.9034568,121.1431201
桃園市觀音區大觀路二段(華南銀行)前,25.0476809,121.14327
桃園市楊梅區秀才路175巷39弄,24.9001881,121.1432859
桃園市楊梅區新梅九街79號,24.9160823,121.1432964
桃園市楊梅區武營街(右轉)市場,24.9078779,121.143388
桃園市觀音區新富路530號,24.9710199,121.1434378
桃園市楊梅區秀才路2號,24.9061697,121.1434687
桃園市觀音區大觀路189號彩色世界 (停留5分鐘),25.048318,121.143471
桃園市觀音區草漯里新生路1462號(草漯國小),25.0460255,121.1434937
桃園市新屋區時碩公司附近,24.9580783,121.1435009
桃園市觀音區草漯里新生路與五福三街1459號路口 (7-11),25.0419726,121.1435284
桃園市楊梅區梅高路441巷,24.9313001,121.1435547
桃園市楊梅區環南路267巷,24.9028029,121.1435745
桃園市楊梅區大平街134巷口,24.9112904,121.143578
桃園市楊梅區秀才路1號,24.9061208,121.1436328
桃園市觀音區新坡里18鄰新生路746號(新草原餐廳),25.0283227,121.1437077
桃園市楊梅區環南路306號,24.9043883,121.1437188
桃園市觀音區正大路412號,24.9990525,121.1437464
桃園市楊梅區新梅五街20巷18號,24.9190774,121.1438261
桃園市楊梅區武營街(左轉),24.9085389,121.1438494
桃園市觀音區忠孝路12號(吉利花店),25.048716,121.143864
桃園市楊梅區新梅九街26號,24.9173616,121.1439148
桃園市觀音區草漯里三多街與新生路交叉口,25.0403318,121.1439289
桃園市楊梅區梅高路2巷,24.914935,121.1439957
桃園市楊梅區環南路276巷、75巷 (同巷道),24.9038038,121.1440871
桃園市楊梅區梅山西街158號,24.9132045,121.1441043
桃園市楊梅區環南路223巷,24.9011733,121.1441318
桃園市觀音區廣大路102號(倪氏汽車),25.0250701,121.1441772
桃園市楊梅區新梅五街65號,24.9183039,121.1441874
桃園市楊梅區新梅七街16號,24.9167529,121.144213
桃園市楊梅區校前路22巷,24.9046715,121.1442485
桃園市楊梅區方濟幼稚園,24.911411,121.1444139
桃園市楊梅區大華街86號路口(市場),24.9074896,121.1444505
桃園市楊梅區鎮公所、大華街口,24.9128508,121.1444587
桃園市楊梅區梅山東街、鎮公所後門,24.9128508,121.1444587
桃園市楊梅區楊新路112號至160號,24.913429,121.1445443
桃園市楊梅區高平路198巷20號,24.9379906,121.144561
桃園市楊梅區大模街10號(合作金庫),24.9127978,121.1445736
桃園市楊梅區環南路219巷,24.9020004,121.1445738
桃園市楊梅區校前路楊梅國小,24.9055018,121.144652
桃園市楊梅區民富路金水美加油站前,24.9055018,121.144652
桃園市觀音區尾厝土地公,25.0494663,121.144706
桃園市楊梅區高上路二段51號,24.9466781,121.144724
桃園市觀音區中山路二段1088巷35號(崙坪起點),25.0071853,121.1447358
桃園市楊梅區校前路32巷,24.9040195,121.1448745
桃園市觀音區大觀路一段548巷88號(水利工作站),25.0491357,121.1448749
桃園市楊梅區大模街9號(農會),24.9128166,121.1449285
桃園市楊梅區中山路,24.9066964,121.1449939
桃園市楊梅區中山路(天橋下),24.9066964,121.1449939
桃園市楊梅區光復街19號,24.9120476,121.1451393
桃園市楊梅區光前街35號,24.9137268,121.145153
桃園市楊梅區新梅八街13號,24.9160119,121.1451536
桃園市楊梅區梅山西街(東海排骨)(轉角設禁停車格右邊),24.909241,121.145176
桃園市楊梅區大平加油站(佳家快炒),24.9107448,121.1452043
桃園市楊梅區新梅二街95號,24.9148729,121.1452355
桃園市楊梅區楊新路86號,24.9134041,121.1452505
桃園市楊梅區梅高路54號,24.9171656,121.1452571
桃園市觀音區保障里8鄰(歹人莊),25.06322,121.1452643
桃園市楊梅區圖書館,24.905042,121.1453082
桃園市新屋區友勝運輸,24.953689,121.145339
桃園市楊梅區小楊梅1之8號 (北莊),24.888989,121.145349
桃園市楊梅區梅高路91號,24.9177807,121.1454229
桃園市楊梅區大成路23號(阿蘭姐小吃店),24.9076439,121.1454679
桃園市楊梅區校前路42巷口,24.9049114,121.1455013
桃園市觀音區新富路大富路口,24.9695271,121.1455052
桃園市楊梅區環南路(幸福市),24.901473,121.145512
桃園市楊梅區大平街86號(政東書局),24.910853,121.1455401
桃園市觀音區公園一街2號,24.969797,121.1456169
桃園市楊梅區光前街8號(火車站),24.9136854,121.1456246
桃園市楊梅區大成路(雙號)新梅車行,24.9084037,121.1456265
桃園市楊梅區大成路(單號)中華電信局,24.9122586,121.1457019
桃園市楊梅區梅高路88號(月眉橋),24.9193,121.145721
桃園市楊梅區民權街,24.9036277,121.145722
桃園市楊梅區梅高路梅岡巷口,24.9199524,121.1457791
桃園市楊梅區梅高路790巷,24.9199524,121.1457791
桃園市楊梅區文德路20號,24.9171325,121.1458582
桃園市楊梅區大成路(巧福西點),24.9131925,121.1458993
桃園市楊梅區中山路(楊梅分局),24.9068051,121.1459509
桃園市觀音區上大里大湖路一段596號路口,24.9800152,121.1459657
桃園市觀音區公園三街5巷1號,24.9705502,121.1461385
桃園市楊梅區中山路125巷(楊梅天下),24.908334,121.146185
桃園市楊梅區梅高路120巷2弄,24.9238865,121.146229
桃園市楊梅區梅高路二段359巷 (松境社區),24.942019,121.146235
桃園市楊梅區新梅六街40號,24.9153302,121.1462475
桃園市觀音區中山路二段1163號,25.0067725,121.1462503
桃園市楊梅區大平街37巷口,24.9106682,121.1462659
桃園市楊梅區環南路141巷,24.9010549,121.1462707
桃園市楊梅區金德路100號,24.9176686,121.1462818
桃園市楊梅區民族街45巷,24.9020564,121.1463585
桃園市觀音區正大路220號(正大宮),25.002353,121.146519
桃園市觀音區福新路1021巷(社區),25.014855,121.1466634
桃園市楊梅區新農街64巷口(新農橋頭),24.909096,121.1466974
桃園市楊梅區新成路108號,24.9106109,121.1467083
桃園市楊梅區梅高路2段358巷,24.9414973,121.1467268
桃園市楊梅區新農街與新成路交叉口南下,24.9090572,121.1467507
桃園市楊梅區鄭家老宅(梅高路210巷進),24.9265916,121.1467669
桃園市楊梅區大平營區旁,24.9107604,121.1467851
桃園市觀音區上大里9鄰上大76-5號(和館社區),24.979099,121.146817
桃園市觀音區上大里13鄰上大89-20號路口【阿姆斯壯(第一期)】,24.979099,121.146817
桃園市觀音區上大里11鄰上大71-16號路口【阿姆斯壯(第二期)】,24.979099,121.146817
